type;sourcename;sourceversion;device;creationdate;startdate;enddate;value;HKTimeZone
HKCategoryTypeIdentifierSleepAnalysis;Reloj;50;<<HKDevice: 0x282847250>, name:iPhone, manufacturer:Apple, model:iPhone, hardware:iPhone8,1, software:10.3.1>;2017-05-18 06:00:21 -0300;2017-05-18 01:39:48 -0300;2017-05-18 06:00:16 -0300;HKCategoryValueSleepAnalysisInBed;America/Argentina/Buenos_Aires
HKCategoryTypeIdentifierSleepAnalysis;Facu’s Watch;7.0;;2020-09-22 08:31:35 -0300;2020-09-22 04:19:48 -0300;2020-09-22 06:00:48 -0300;HKCategoryValueSleepAnalysisAsleep;America/Argentina/Buenos_Aires
HKCategoryTypeIdentifierSleepAnalysis;Facu’s Watch;7.0;;2020-09-22 08:31:35 -0300;2020-09-22 06:01:48 -0300;2020-09-22 07:51:18 -0300;HKCategoryValueSleepAnalysisAsleep;America/Argentina/Buenos_Aires
HKCategoryTypeIdentifierSleepAnalysis;Facu’s Watch;7.0;;2020-09-22 08:31:35 -0300;2020-09-22 07:52:48 -0300;2020-09-22 07:53:48 -0300;HKCategoryValueSleepAnalysisAsleep;America/Argentina/Buenos_Aires
HKCategoryTypeIdentifierSleepAnalysis;Facu’s Watch;7.0;;2020-09-22 08:31:35 -0300;2020-09-22 07:56:48 -0300;2020-09-22 08:31:18 -0300;HKCategoryValueSleepAnalysisAsleep;America/Argentina/Buenos_Aires
HKCategoryTypeIdentifierSleepAnalysis;iPhone de Facundo;14.0;;2020-09-22 08:31:36 -0300;2020-09-22 04:16:26 -0300;2020-09-22 08:31:35 -0300;HKCategoryValueSleepAnalysisInBed;America/Argentina/Buenos_Aires
HKCategoryTypeIdentifierSleepAnalysis;Facu’s Watch;7.0;;2020-09-23 08:00:16 -0300;2020-09-23 02:20:04 -0300;2020-09-23 02:23:34 -0300;HKCategoryValueSleepAnalysisAsleep;America/Argentina/Buenos_Aires
HKCategoryTypeIdentifierSleepAnalysis;Facu’s Watch;7.0;;2020-09-23 08:00:16 -0300;2020-09-23 02:25:34 -0300;2020-09-23 05:42:34 -0300;HKCategoryValueSleepAnalysisAsleep;America/Argentina/Buenos_Aires
HKCategoryTypeIdentifierSleepAnalysis;Facu’s Watch;7.0;;2020-09-23 08:00:16 -0300;2020-09-23 05:44:04 -0300;2020-09-23 08:00:04 -0300;HKCategoryValueSleepAnalysisAsleep;America/Argentina/Buenos_Aires
HKCategoryTypeIdentifierSleepAnalysis;iPhone de Facundo;14.0;;2020-09-23 08:00:16 -0300;2020-09-23 02:13:16 -0300;2020-09-23 08:00:15 -0300;HKCategoryValueSleepAnalysisInBed;America/Argentina/Buenos_Aires
HKCategoryTypeIdentifierSleepAnalysis;Facu’s Watch;7.0;;2020-09-24 08:09:41 -0300;2020-09-24 00:46:40 -0300;2020-09-24 00:48:40 -0300;HKCategoryValueSleepAnalysisAsleep;America/Argentina/Buenos_Aires
HKCategoryTypeIdentifierSleepAnalysis;Facu’s Watch;7.0;;2020-09-24 08:09:41 -0300;2020-09-24 00:50:40 -0300;2020-09-24 06:22:10 -0300;HKCategoryValueSleepAnalysisAsleep;America/Argentina/Buenos_Aires
HKCategoryTypeIdentifierSleepAnalysis;Facu’s Watch;7.0;;2020-09-24 08:09:41 -0300;2020-09-24 06:27:40 -0300;2020-09-24 08:01:10 -0300;HKCategoryValueSleepAnalysisAsleep;America/Argentina/Buenos_Aires
HKCategoryTypeIdentifierSleepAnalysis;Facu’s Watch;7.0;;2020-09-24 08:09:41 -0300;2020-09-24 08:07:10 -0300;2020-09-24 08:09:40 -0300;HKCategoryValueSleepAnalysisAsleep;America/Argentina/Buenos_Aires
HKCategoryTypeIdentifierSleepAnalysis;iPhone de Facundo;14.0;;2020-09-24 08:09:41 -0300;2020-09-24 00:48:52 -0300;2020-09-24 08:09:41 -0300;HKCategoryValueSleepAnalysisInBed;America/Argentina/Buenos_Aires
HKCategoryTypeIdentifierSleepAnalysis;Facu’s Watch;7.0;;2020-09-25 08:00:09 -0300;2020-09-25 01:06:20 -0300;2020-09-25 07:12:20 -0300;HKCategoryValueSleepAnalysisAsleep;America/Argentina/Buenos_Aires
HKCategoryTypeIdentifierSleepAnalysis;Facu’s Watch;7.0;;2020-09-25 08:00:09 -0300;2020-09-25 07:21:20 -0300;2020-09-25 07:59:50 -0300;HKCategoryValueSleepAnalysisAsleep;America/Argentina/Buenos_Aires
HKCategoryTypeIdentifierSleepAnalysis;iPhone de Facundo;14.0;;2020-09-25 08:00:09 -0300;2020-09-25 00:58:09 -0300;2020-09-25 08:00:09 -0300;HKCategoryValueSleepAnalysisInBed;America/Argentina/Buenos_Aires
HKCategoryTypeIdentifierSleepAnalysis;Facu’s Watch;7.0.1;;2020-09-28 08:00:15 -0300;2020-09-28 02:42:03 -0300;2020-09-28 07:24:33 -0300;HKCategoryValueSleepAnalysisAsleep;America/Argentina/Buenos_Aires
HKCategoryTypeIdentifierSleepAnalysis;Facu’s Watch;7.0.1;;2020-09-28 08:00:15 -0300;2020-09-28 07:31:03 -0300;2020-09-28 08:00:03 -0300;HKCategoryValueSleepAnalysisAsleep;America/Argentina/Buenos_Aires
HKCategoryTypeIdentifierSleepAnalysis;iPhone de Facundo;14.0;;2020-09-28 08:00:14 -0300;2020-09-28 02:48:12 -0300;2020-09-28 08:00:14 -0300;HKCategoryValueSleepAnalysisInBed;America/Argentina/Buenos_Aires
HKCategoryTypeIdentifierSleepAnalysis;Facu’s Watch;7.0.1;;2020-09-29 08:00:39 -0300;2020-09-29 03:01:15 -0300;2020-09-29 04:57:15 -0300;HKCategoryValueSleepAnalysisAsleep;America/Argentina/Buenos_Aires
HKCategoryTypeIdentifierSleepAnalysis;iPhone de Facundo;14.0.1;;2020-09-29 08:00:40 -0300;2020-09-29 02:53:30 -0300;2020-09-29 07:55:15 -0300;HKCategoryValueSleepAnalysisInBed;America/Argentina/Buenos_Aires
HKCategoryTypeIdentifierSleepAnalysis;Facu’s Watch;7.0.1;;2020-09-29 08:00:39 -0300;2020-09-29 04:58:15 -0300;2020-09-29 07:56:15 -0300;HKCategoryValueSleepAnalysisAsleep;America/Argentina/Buenos_Aires
HKCategoryTypeIdentifierSleepAnalysis;iPhone de Facundo;14.0.1;;2020-09-29 08:00:40 -0300;2020-09-29 07:55:32 -0300;2020-09-29 08:00:39 -0300;HKCategoryValueSleepAnalysisInBed;America/Argentina/Buenos_Aires
HKCategoryTypeIdentifierSleepAnalysis;Facu’s Watch;7.0.1;;2020-09-29 08:00:39 -0300;2020-09-29 07:58:45 -0300;2020-09-29 08:00:45 -0300;HKCategoryValueSleepAnalysisAsleep;America/Argentina/Buenos_Aires
HKCategoryTypeIdentifierSleepAnalysis;Facu’s Watch;7.0.1;;2020-09-30 08:00:24 -0300;2020-09-30 01:37:08 -0300;2020-09-30 01:38:08 -0300;HKCategoryValueSleepAnalysisAsleep;America/Argentina/Buenos_Aires
HKCategoryTypeIdentifierSleepAnalysis;Facu’s Watch;7.0.1;;2020-09-30 08:00:24 -0300;2020-09-30 01:42:08 -0300;2020-09-30 01:43:08 -0300;HKCategoryValueSleepAnalysisAsleep;America/Argentina/Buenos_Aires
HKCategoryTypeIdentifierSleepAnalysis;Facu’s Watch;7.0.1;;2020-09-30 08:00:24 -0300;2020-09-30 01:44:38 -0300;2020-09-30 01:48:08 -0300;HKCategoryValueSleepAnalysisAsleep;America/Argentina/Buenos_Aires
HKCategoryTypeIdentifierSleepAnalysis;Facu’s Watch;7.0.1;;2020-09-30 08:00:24 -0300;2020-09-30 01:57:38 -0300;2020-09-30 02:01:08 -0300;HKCategoryValueSleepAnalysisAsleep;America/Argentina/Buenos_Aires
HKCategoryTypeIdentifierSleepAnalysis;Facu’s Watch;7.0.1;;2020-09-30 08:00:24 -0300;2020-09-30 02:07:38 -0300;2020-09-30 02:20:38 -0300;HKCategoryValueSleepAnalysisAsleep;America/Argentina/Buenos_Aires
HKCategoryTypeIdentifierSleepAnalysis;Facu’s Watch;7.0.1;;2020-09-30 08:00:24 -0300;2020-09-30 02:29:38 -0300;2020-09-30 02:35:38 -0300;HKCategoryValueSleepAnalysisAsleep;America/Argentina/Buenos_Aires
HKCategoryTypeIdentifierSleepAnalysis;Facu’s Watch;7.0.1;;2020-09-30 08:00:24 -0300;2020-09-30 02:36:38 -0300;2020-09-30 02:37:38 -0300;HKCategoryValueSleepAnalysisAsleep;America/Argentina/Buenos_Aires
HKCategoryTypeIdentifierSleepAnalysis;Facu’s Watch;7.0.1;;2020-09-30 08:00:24 -0300;2020-09-30 02:41:38 -0300;2020-09-30 02:48:38 -0300;HKCategoryValueSleepAnalysisAsleep;America/Argentina/Buenos_Aires
HKCategoryTypeIdentifierSleepAnalysis;Facu’s Watch;7.0.1;;2020-09-30 08:00:24 -0300;2020-09-30 03:24:38 -0300;2020-09-30 05:49:08 -0300;HKCategoryValueSleepAnalysisAsleep;America/Argentina/Buenos_Aires
HKCategoryTypeIdentifierSleepAnalysis;Facu’s Watch;7.0.1;;2020-09-30 08:00:24 -0300;2020-09-30 05:54:08 -0300;2020-09-30 07:50:38 -0300;HKCategoryValueSleepAnalysisAsleep;America/Argentina/Buenos_Aires
HKCategoryTypeIdentifierSleepAnalysis;Facu’s Watch;7.0.1;;2020-09-30 08:00:24 -0300;2020-09-30 07:53:38 -0300;2020-09-30 07:55:08 -0300;HKCategoryValueSleepAnalysisAsleep;America/Argentina/Buenos_Aires
HKCategoryTypeIdentifierSleepAnalysis;Facu’s Watch;7.0.1;;2020-09-30 08:00:24 -0300;2020-09-30 07:58:08 -0300;2020-09-30 08:00:08 -0300;HKCategoryValueSleepAnalysisAsleep;America/Argentina/Buenos_Aires
HKCategoryTypeIdentifierSleepAnalysis;iPhone de Facundo;14.0.1;;2020-09-30 08:00:25 -0300;2020-09-30 01:38:40 -0300;2020-09-30 08:00:24 -0300;HKCategoryValueSleepAnalysisInBed;America/Argentina/Buenos_Aires
HKCategoryTypeIdentifierSleepAnalysis;Facu’s Watch;7.0.1;;2020-10-01 08:00:21 -0300;2020-10-01 03:34:06 -0300;2020-10-01 07:59:06 -0300;HKCategoryValueSleepAnalysisAsleep;America/Argentina/Buenos_Aires
HKCategoryTypeIdentifierSleepAnalysis;iPhone de Facundo;14.0.1;;2020-10-01 08:00:23 -0300;2020-10-01 03:31:31 -0300;2020-10-01 08:00:23 -0300;HKCategoryValueSleepAnalysisInBed;America/Argentina/Buenos_Aires
HKCategoryTypeIdentifierSleepAnalysis;iPhone de Facundo;14.0.1;;2020-10-02 08:00:36 -0300;2020-10-02 04:25:37 -0300;2020-10-02 08:00:36 -0300;HKCategoryValueSleepAnalysisInBed;America/Argentina/Buenos_Aires
HKCategoryTypeIdentifierSleepAnalysis;Facu’s Watch;7.0.1;;2020-10-02 08:00:35 -0300;2020-10-02 04:30:38 -0300;2020-10-02 08:00:38 -0300;HKCategoryValueSleepAnalysisAsleep;America/Argentina/Buenos_Aires
HKCategoryTypeIdentifierSleepAnalysis;Facu’s Watch;7.0.1;;2020-10-05 08:00:19 -0300;2020-10-05 02:36:43 -0300;2020-10-05 07:55:43 -0300;HKCategoryValueSleepAnalysisAsleep;America/Argentina/Buenos_Aires
HKCategoryTypeIdentifierSleepAnalysis;iPhone de Facundo;14.0.1;;2020-10-05 08:00:20 -0300;2020-10-05 02:43:41 -0300;2020-10-05 08:00:19 -0300;HKCategoryValueSleepAnalysisInBed;America/Argentina/Buenos_Aires
HKCategoryTypeIdentifierSleepAnalysis;iPhone de Facundo;14.0.1;;2020-10-06 08:09:15 -0300;2020-10-06 02:44:44 -0300;2020-10-06 08:00:17 -0300;HKCategoryValueSleepAnalysisInBed;America/Argentina/Buenos_Aires
HKCategoryTypeIdentifierSleepAnalysis;iPhone de Facundo;14.0.1;;2020-10-06 08:09:15 -0300;2020-10-06 08:00:30 -0300;2020-10-06 08:09:15 -0300;HKCategoryValueSleepAnalysisInBed;America/Argentina/Buenos_Aires
HKCategoryTypeIdentifierSleepAnalysis;iPhone de Facundo;14.0.1;;2020-10-07 08:09:45 -0300;2020-10-07 01:53:39 -0300;2020-10-07 08:09:44 -0300;HKCategoryValueSleepAnalysisInBed;America/Argentina/Buenos_Aires
HKCategoryTypeIdentifierSleepAnalysis;iPhone de Facundo;14.0.1;;2020-10-08 08:00:00 -0300;2020-10-08 00:53:20 -0300;2020-10-08 08:00:00 -0300;HKCategoryValueSleepAnalysisInBed;America/Argentina/Buenos_Aires
HKCategoryTypeIdentifierSleepAnalysis;iPhone de Facundo;14.0.1;;2020-10-09 08:00:05 -0300;2020-10-09 07:50:18 -0300;2020-10-09 08:00:04 -0300;HKCategoryValueSleepAnalysisInBed;America/Argentina/Buenos_Aires
HKCategoryTypeIdentifierSleepAnalysis;iPhone de Facundo;14.0.1;;2020-10-12 08:37:02 -0300;2020-10-12 03:26:06 -0300;2020-10-12 08:18:43 -0300;HKCategoryValueSleepAnalysisInBed;America/Argentina/Buenos_Aires
HKCategoryTypeIdentifierSleepAnalysis;iPhone de Facundo;14.0.1;;2020-10-12 08:37:02 -0300;2020-10-12 08:19:17 -0300;2020-10-12 08:27:56 -0300;HKCategoryValueSleepAnalysisInBed;America/Argentina/Buenos_Aires
HKCategoryTypeIdentifierSleepAnalysis;iPhone de Facundo;14.0.1;;2020-10-12 08:37:02 -0300;2020-10-12 08:28:04 -0300;2020-10-12 08:37:01 -0300;HKCategoryValueSleepAnalysisInBed;America/Argentina/Buenos_Aires
HKCategoryTypeIdentifierSleepAnalysis;iPhone de Facundo;14.0.1;;2020-10-13 08:09:20 -0300;2020-10-13 08:00:20 -0300;2020-10-13 08:09:19 -0300;HKCategoryValueSleepAnalysisInBed;America/Argentina/Buenos_Aires
HKCategoryTypeIdentifierSleepAnalysis;iPhone de Facundo;14.0.1;;2020-10-14 08:18:23 -0300;2020-10-14 01:31:03 -0300;2020-10-14 08:18:22 -0300;HKCategoryValueSleepAnalysisInBed;America/Argentina/Buenos_Aires
HKCategoryTypeIdentifierSleepAnalysis;iPhone de Facundo;14.0.1;;2020-10-15 08:18:17 -0300;2020-10-15 01:38:54 -0300;2020-10-15 08:18:17 -0300;HKCategoryValueSleepAnalysisInBed;America/Argentina/Buenos_Aires
HKCategoryTypeIdentifierSleepAnalysis;iPhone de Facundo;14.0.1;;2020-10-16 08:00:12 -0300;2020-10-16 01:33:36 -0300;2020-10-16 07:55:15 -0300;HKCategoryValueSleepAnalysisInBed;America/Argentina/Buenos_Aires
HKCategoryTypeIdentifierSleepAnalysis;iPhone de Facundo;14.0.1;;2020-10-16 08:00:12 -0300;2020-10-16 07:55:35 -0300;2020-10-16 08:00:11 -0300;HKCategoryValueSleepAnalysisInBed;America/Argentina/Buenos_Aires
HKCategoryTypeIdentifierSleepAnalysis;iPhone de Facundo;14.0.1;;2020-10-19 08:00:15 -0300;2020-10-19 01:59:16 -0300;2020-10-19 07:50:14 -0300;HKCategoryValueSleepAnalysisInBed;America/Argentina/Buenos_Aires
HKCategoryTypeIdentifierSleepAnalysis;iPhone de Facundo;14.0.1;;2020-10-19 08:00:15 -0300;2020-10-19 07:50:30 -0300;2020-10-19 07:55:26 -0300;HKCategoryValueSleepAnalysisInBed;America/Argentina/Buenos_Aires
HKCategoryTypeIdentifierSleepAnalysis;iPhone de Facundo;14.0.1;;2020-10-19 08:00:15 -0300;2020-10-19 07:55:28 -0300;2020-10-19 08:00:14 -0300;HKCategoryValueSleepAnalysisInBed;America/Argentina/Buenos_Aires
HKCategoryTypeIdentifierSleepAnalysis;iPhone de Facundo;14.0.1;;2020-10-20 08:09:10 -0300;2020-10-20 01:52:54 -0300;2020-10-20 07:50:13 -0300;HKCategoryValueSleepAnalysisInBed;America/Argentina/Buenos_Aires
HKCategoryTypeIdentifierSleepAnalysis;iPhone de Facundo;14.0.1;;2020-10-20 08:09:10 -0300;2020-10-20 07:50:24 -0300;2020-10-20 08:09:09 -0300;HKCategoryValueSleepAnalysisInBed;America/Argentina/Buenos_Aires
HKCategoryTypeIdentifierSleepAnalysis;iPhone de Facundo;14.0.1;;2020-10-21 08:00:19 -0300;2020-10-21 01:21:06 -0300;2020-10-21 07:55:15 -0300;HKCategoryValueSleepAnalysisInBed;America/Argentina/Buenos_Aires
HKCategoryTypeIdentifierSleepAnalysis;iPhone de Facundo;14.0.1;;2020-10-21 08:00:19 -0300;2020-10-21 07:55:20 -0300;2020-10-21 08:00:18 -0300;HKCategoryValueSleepAnalysisInBed;America/Argentina/Buenos_Aires
HKCategoryTypeIdentifierSleepAnalysis;iPhone de Facundo;14.0.1;;2020-10-22 08:00:12 -0300;2020-10-22 06:57:48 -0300;2020-10-22 08:00:11 -0300;HKCategoryValueSleepAnalysisInBed;America/Argentina/Buenos_Aires
HKCategoryTypeIdentifierSleepAnalysis;iPhone de Facundo;14.0.1;;2020-10-23 08:00:28 -0300;2020-10-23 03:00:28 -0300;2020-10-23 08:00:27 -0300;HKCategoryValueSleepAnalysisInBed;America/Argentina/Buenos_Aires
HKCategoryTypeIdentifierSleepAnalysis;iPhone de Facundo;14.0.1;;2020-10-26 08:00:07 -0300;2020-10-26 06:55:31 -0300;2020-10-26 08:00:06 -0300;HKCategoryValueSleepAnalysisInBed;America/Argentina/Buenos_Aires
HKCategoryTypeIdentifierSleepAnalysis;iPhone de Facundo;14.0.1;;2020-10-27 08:00:04 -0300;2020-10-27 07:48:16 -0300;2020-10-27 08:00:03 -0300;HKCategoryValueSleepAnalysisInBed;America/Argentina/Buenos_Aires
HKCategoryTypeIdentifierSleepAnalysis;iPhone de Facundo;14.0.1;;2020-10-28 08:09:26 -0300;2020-10-28 06:48:42 -0300;2020-10-28 08:09:25 -0300;HKCategoryValueSleepAnalysisInBed;America/Argentina/Buenos_Aires
HKCategoryTypeIdentifierSleepAnalysis;iPhone de Facundo;14.0.1;;2020-10-29 08:00:09 -0300;2020-10-29 00:17:14 -0300;2020-10-29 08:00:09 -0300;HKCategoryValueSleepAnalysisInBed;America/Argentina/Buenos_Aires
HKCategoryTypeIdentifierSleepAnalysis;iPhone de Facundo;14.0.1;;2020-10-30 08:09:12 -0300;2020-10-30 02:03:01 -0300;2020-10-30 08:09:11 -0300;HKCategoryValueSleepAnalysisInBed;America/Argentina/Buenos_Aires
HKCategoryTypeIdentifierSleepAnalysis;iPhone de Facundo;14.1;;2020-11-02 08:27:36 -0300;2020-11-02 06:31:40 -0300;2020-11-02 08:27:36 -0300;HKCategoryValueSleepAnalysisInBed;America/Argentina/Buenos_Aires
HKCategoryTypeIdentifierSleepAnalysis;iPhone de Facundo;14.1;;2020-11-03 08:00:06 -0300;2020-11-03 01:35:30 -0300;2020-11-03 07:54:52 -0300;HKCategoryValueSleepAnalysisInBed;America/Argentina/Buenos_Aires
HKCategoryTypeIdentifierSleepAnalysis;iPhone de Facundo;14.1;;2020-11-03 08:00:06 -0300;2020-11-03 07:55:07 -0300;2020-11-03 08:00:05 -0300;HKCategoryValueSleepAnalysisInBed;America/Argentina/Buenos_Aires
HKCategoryTypeIdentifierSleepAnalysis;iPhone de Facundo;14.1;;2020-11-04 08:09:13 -0300;2020-11-04 05:25:49 -0300;2020-11-04 07:33:03 -0300;HKCategoryValueSleepAnalysisInBed;America/Argentina/Buenos_Aires
HKCategoryTypeIdentifierSleepAnalysis;iPhone de Facundo;14.1;;2020-11-04 08:09:13 -0300;2020-11-04 07:33:05 -0300;2020-11-04 08:09:13 -0300;HKCategoryValueSleepAnalysisInBed;America/Argentina/Buenos_Aires
HKCategoryTypeIdentifierSleepAnalysis;iPhone de Facundo;14.1;;2020-11-05 08:00:12 -0300;2020-11-05 02:15:02 -0300;2020-11-05 07:50:18 -0300;HKCategoryValueSleepAnalysisInBed;America/Argentina/Buenos_Aires
HKCategoryTypeIdentifierSleepAnalysis;iPhone de Facundo;14.1;;2020-11-05 08:00:12 -0300;2020-11-05 07:50:22 -0300;2020-11-05 07:55:18 -0300;HKCategoryValueSleepAnalysisInBed;America/Argentina/Buenos_Aires
HKCategoryTypeIdentifierSleepAnalysis;iPhone de Facundo;14.1;;2020-11-05 08:00:12 -0300;2020-11-05 07:55:21 -0300;2020-11-05 08:00:12 -0300;HKCategoryValueSleepAnalysisInBed;America/Argentina/Buenos_Aires
HKCategoryTypeIdentifierSleepAnalysis;iPhone de Facundo;14.1;;2020-11-06 08:29:43 -0300;2020-11-06 07:23:37 -0300;2020-11-06 08:29:42 -0300;HKCategoryValueSleepAnalysisInBed;America/Argentina/Buenos_Aires
HKCategoryTypeIdentifierSleepAnalysis;iPhone de Facundo;14.1;;2020-11-09 08:00:08 -0300;2020-11-09 05:23:01 -0300;2020-11-09 07:50:12 -0300;HKCategoryValueSleepAnalysisInBed;America/Argentina/Buenos_Aires
HKCategoryTypeIdentifierSleepAnalysis;iPhone de Facundo;14.1;;2020-11-09 08:00:08 -0300;2020-11-09 07:50:16 -0300;2020-11-09 08:00:07 -0300;HKCategoryValueSleepAnalysisInBed;America/Argentina/Buenos_Aires
HKCategoryTypeIdentifierSleepAnalysis;iPhone de Facundo;14.1;;2020-11-10 08:09:15 -0300;2020-11-10 06:34:40 -0300;2020-11-10 08:09:15 -0300;HKCategoryValueSleepAnalysisInBed;America/Argentina/Buenos_Aires
HKCategoryTypeIdentifierSleepAnalysis;iPhone de Facundo;14.1;;2020-11-11 08:00:09 -0300;2020-11-11 06:27:53 -0300;2020-11-11 08:00:08 -0300;HKCategoryValueSleepAnalysisInBed;America/Argentina/Buenos_Aires
HKCategoryTypeIdentifierSleepAnalysis;iPhone de Facundo;14.1;;2020-11-12 08:00:11 -0300;2020-11-12 01:20:47 -0300;2020-11-12 08:00:10 -0300;HKCategoryValueSleepAnalysisInBed;America/Argentina/Buenos_Aires
HKCategoryTypeIdentifierSleepAnalysis;iPhone de Facundo;14.1;;2020-11-13 08:00:03 -0300;2020-11-13 00:53:36 -0300;2020-11-13 08:00:03 -0300;HKCategoryValueSleepAnalysisInBed;America/Argentina/Buenos_Aires
HKCategoryTypeIdentifierSleepAnalysis;iPhone de Facundo;14.1;;2020-11-16 08:09:13 -0300;2020-11-16 04:10:01 -0300;2020-11-16 07:51:30 -0300;HKCategoryValueSleepAnalysisInBed;America/Argentina/Buenos_Aires
HKCategoryTypeIdentifierSleepAnalysis;iPhone de Facundo;14.1;;2020-11-16 08:09:13 -0300;2020-11-16 07:51:33 -0300;2020-11-16 08:09:12 -0300;HKCategoryValueSleepAnalysisInBed;America/Argentina/Buenos_Aires
HKCategoryTypeIdentifierSleepAnalysis;iPhone de Facundo;14.1;;2020-11-17 08:28:15 -0300;2020-11-17 02:16:42 -0300;2020-11-17 07:55:27 -0300;HKCategoryValueSleepAnalysisInBed;America/Argentina/Buenos_Aires
HKCategoryTypeIdentifierSleepAnalysis;iPhone de Facundo;14.1;;2020-11-17 08:28:15 -0300;2020-11-17 07:55:31 -0300;2020-11-17 08:28:14 -0300;HKCategoryValueSleepAnalysisInBed;America/Argentina/Buenos_Aires
HKCategoryTypeIdentifierSleepAnalysis;iPhone de Facundo;14.1;;2020-11-18 08:18:24 -0300;2020-11-18 02:09:48 -0300;2020-11-18 08:00:10 -0300;HKCategoryValueSleepAnalysisInBed;America/Argentina/Buenos_Aires
HKCategoryTypeIdentifierSleepAnalysis;iPhone de Facundo;14.1;;2020-11-18 08:18:24 -0300;2020-11-18 08:00:28 -0300;2020-11-18 08:18:23 -0300;HKCategoryValueSleepAnalysisInBed;America/Argentina/Buenos_Aires
HKCategoryTypeIdentifierSleepAnalysis;iPhone de Facundo;14.1;;2020-11-19 08:18:19 -0300;2020-11-19 03:46:32 -0300;2020-11-19 08:18:19 -0300;HKCategoryValueSleepAnalysisInBed;America/Argentina/Buenos_Aires
HKCategoryTypeIdentifierSleepAnalysis;iPhone de Facundo;14.1;;2020-11-20 08:37:18 -0300;2020-11-20 01:03:03 -0300;2020-11-20 08:37:18 -0300;HKCategoryValueSleepAnalysisInBed;America/Argentina/Buenos_Aires
HKCategoryTypeIdentifierSleepAnalysis;iPhone de Facundo;14.1;;2020-11-23 08:00:25 -0300;2020-11-23 05:36:39 -0300;2020-11-23 08:00:25 -0300;HKCategoryValueSleepAnalysisInBed;America/Argentina/Buenos_Aires
HKCategoryTypeIdentifierSleepAnalysis;iPhone de Facundo;14.1;;2020-11-24 08:00:29 -0300;2020-11-24 03:00:43 -0300;2020-11-24 08:00:28 -0300;HKCategoryValueSleepAnalysisInBed;America/Argentina/Buenos_Aires
HKCategoryTypeIdentifierSleepAnalysis;iPhone de Facundo;14.2;;2020-11-25 08:00:18 -0300;2020-11-25 03:22:20 -0300;2020-11-25 08:00:18 -0300;HKCategoryValueSleepAnalysisInBed;America/Argentina/Buenos_Aires
HKCategoryTypeIdentifierSleepAnalysis;iPhone de Facundo;14.2;;2020-11-26 08:09:15 -0300;2020-11-26 06:04:07 -0300;2020-11-26 07:50:16 -0300;HKCategoryValueSleepAnalysisInBed;America/Argentina/Buenos_Aires
HKCategoryTypeIdentifierSleepAnalysis;iPhone de Facundo;14.2;;2020-11-26 08:09:15 -0300;2020-11-26 07:50:34 -0300;2020-11-26 08:05:38 -0300;HKCategoryValueSleepAnalysisInBed;America/Argentina/Buenos_Aires
HKCategoryTypeIdentifierSleepAnalysis;iPhone de Facundo;14.2;;2020-11-26 08:09:15 -0300;2020-11-26 08:07:47 -0300;2020-11-26 08:09:14 -0300;HKCategoryValueSleepAnalysisInBed;America/Argentina/Buenos_Aires
HKCategoryTypeIdentifierSleepAnalysis;iPhone de Facundo;14.2;;2020-11-27 08:50:17 -0300;2020-11-27 01:33:39 -0300;2020-11-27 08:27:38 -0300;HKCategoryValueSleepAnalysisInBed;America/Argentina/Buenos_Aires
HKCategoryTypeIdentifierSleepAnalysis;iPhone de Facundo;14.2;;2020-11-27 08:50:17 -0300;2020-11-27 08:27:50 -0300;2020-11-27 08:32:34 -0300;HKCategoryValueSleepAnalysisInBed;America/Argentina/Buenos_Aires
HKCategoryTypeIdentifierSleepAnalysis;iPhone de Facundo;14.2;;2020-11-27 08:50:17 -0300;2020-11-27 08:32:56 -0300;2020-11-27 08:50:17 -0300;HKCategoryValueSleepAnalysisInBed;America/Argentina/Buenos_Aires
HKCategoryTypeIdentifierSleepAnalysis;iPhone de Facundo;14.2;;2020-11-30 08:09:17 -0300;2020-11-30 01:39:50 -0300;2020-11-30 08:09:17 -0300;HKCategoryValueSleepAnalysisInBed;America/Argentina/Buenos_Aires
HKCategoryTypeIdentifierSleepAnalysis;iPhone de Facundo;14.2;;2020-12-01 08:27:44 -0300;2020-12-01 01:32:19 -0300;2020-12-01 08:27:43 -0300;HKCategoryValueSleepAnalysisInBed;America/Argentina/Buenos_Aires
HKCategoryTypeIdentifierSleepAnalysis;iPhone de Facundo;14.2;;2020-12-02 08:00:10 -0300;2020-12-02 03:26:30 -0300;2020-12-02 08:00:10 -0300;HKCategoryValueSleepAnalysisInBed;America/Argentina/Buenos_Aires
HKCategoryTypeIdentifierSleepAnalysis;iPhone de Facundo;14.2;;2020-12-03 08:27:29 -0300;2020-12-03 01:26:08 -0300;2020-12-03 08:27:28 -0300;HKCategoryValueSleepAnalysisInBed;America/Argentina/Buenos_Aires
HKCategoryTypeIdentifierSleepAnalysis;iPhone de Facundo;14.2;;2020-12-04 08:18:22 -0300;2020-12-04 08:00:13 -0300;2020-12-04 08:18:21 -0300;HKCategoryValueSleepAnalysisInBed;America/Argentina/Buenos_Aires
HKCategoryTypeIdentifierSleepAnalysis;iPhone de Facundo;14.2;;2020-12-07 08:55:54 -0300;2020-12-07 02:45:08 -0300;2020-12-07 08:46:47 -0300;HKCategoryValueSleepAnalysisInBed;America/Argentina/Buenos_Aires
