type;sourcename;sourceversion;device;creationdate;startdate;enddate;value;HKTimeZone
HKCategoryTypeIdentifierSleepAnalysis;iPhone de Facundo;15.1;;2022-01-18 07:36:14 -0300;2022-01-18 06:32:44 -0300;2022-01-18 06:42:29 -0300;HKCategoryValueSleepAnalysisInBed;America/Argentina/Buenos_Aires
HKCategoryTypeIdentifierSleepAnalysis;iPhone de Facundo;15.1;;2022-01-18 07:36:14 -0300;2022-01-18 06:43:56 -0300;2022-01-18 06:51:38 -0300;HKCategoryValueSleepAnalysisInBed;America/Argentina/Buenos_Aires
HKCategoryTypeIdentifierSleepAnalysis;iPhone de Facundo;15.1;;2022-01-19 08:00:15 -0300;2022-01-19 01:19:21 -0300;2022-01-19 08:00:14 -0300;HKCategoryValueSleepAnalysisInBed;America/Argentina/Buenos_Aires
HKCategoryTypeIdentifierSleepAnalysis;iPhone de Facundo;15.1;;2022-01-20 08:00:12 -0300;2022-01-19 22:31:32 -0300;2022-01-20 07:39:20 -0300;HKCategoryValueSleepAnalysisInBed;America/Argentina/Buenos_Aires
HKCategoryTypeIdentifierSleepAnalysis;iPhone de Facundo;15.2.1;;2022-01-21 08:00:25 -0300;2022-01-21 02:54:16 -0300;2022-01-21 08:00:25 -0300;HKCategoryValueSleepAnalysisInBed;America/Argentina/Buenos_Aires
HKCategoryTypeIdentifierSleepAnalysis;iPhone de Facundo;15.2.1;;2022-01-24 08:00:20 -0300;2022-01-24 01:36:57 -0300;2022-01-24 08:00:19 -0300;HKCategoryValueSleepAnalysisInBed;America/Argentina/Buenos_Aires
HKCategoryTypeIdentifierSleepAnalysis;iPhone de Facundo;15.2.1;;2022-01-25 08:00:21 -0300;2022-01-25 00:49:00 -0300;2022-01-25 07:42:29 -0300;HKCategoryValueSleepAnalysisInBed;America/Argentina/Buenos_Aires
HKCategoryTypeIdentifierSleepAnalysis;iPhone de Facundo;15.2.1;;2022-01-26 08:00:13 -0300;2022-01-26 00:27:10 -0300;2022-01-26 07:17:56 -0300;HKCategoryValueSleepAnalysisInBed;America/Argentina/Buenos_Aires
HKCategoryTypeIdentifierSleepAnalysis;iPhone de Facundo;15.2.1;;2022-01-27 08:00:23 -0300;2022-01-27 01:17:32 -0300;2022-01-27 08:00:22 -0300;HKCategoryValueSleepAnalysisInBed;America/Argentina/Buenos_Aires
HKCategoryTypeIdentifierSleepAnalysis;iPhone de Facundo;15.2.1;;2022-01-28 07:25:23 -0300;2022-01-28 00:28:39 -0300;2022-01-28 06:44:16 -0300;HKCategoryValueSleepAnalysisInBed;America/Argentina/Buenos_Aires
HKCategoryTypeIdentifierSleepAnalysis;iPhone de Facundo;15.2.1;;2022-01-28 07:25:23 -0300;2022-01-28 06:44:18 -0300;2022-01-28 06:44:22 -0300;HKCategoryValueSleepAnalysisInBed;America/Argentina/Buenos_Aires
HKCategoryTypeIdentifierSleepAnalysis;iPhone de Facundo;15.2.1;;2022-01-31 08:00:16 -0300;2022-01-31 00:36:10 -0300;2022-01-31 08:00:15 -0300;HKCategoryValueSleepAnalysisInBed;America/Argentina/Buenos_Aires
HKCategoryTypeIdentifierSleepAnalysis;iPhone de Facundo;15.2.1;;2022-02-01 08:00:14 -0300;2022-02-01 00:23:51 -0300;2022-02-01 04:19:24 -0300;HKCategoryValueSleepAnalysisInBed;America/Argentina/Buenos_Aires
HKCategoryTypeIdentifierSleepAnalysis;iPhone de Facundo;15.2.1;;2022-02-01 08:00:14 -0300;2022-02-01 04:19:35 -0300;2022-02-01 08:00:14 -0300;HKCategoryValueSleepAnalysisInBed;America/Argentina/Buenos_Aires
HKCategoryTypeIdentifierSleepAnalysis;iPhone de Facundo;15.2.1;;2022-02-02 07:13:25 -0300;2022-02-02 02:12:45 -0300;2022-02-02 06:44:58 -0300;HKCategoryValueSleepAnalysisInBed;America/Argentina/Buenos_Aires
HKCategoryTypeIdentifierSleepAnalysis;iPhone de Facundo;15.2.1;;2022-02-03 08:00:38 -0300;2022-02-03 02:11:11 -0300;2022-02-03 07:00:40 -0300;HKCategoryValueSleepAnalysisInBed;America/Argentina/Buenos_Aires
HKCategoryTypeIdentifierSleepAnalysis;iPhone de Facundo;15.2.1;;2022-02-04 08:00:20 -0300;2022-02-04 00:37:28 -0300;2022-02-04 08:00:20 -0300;HKCategoryValueSleepAnalysisInBed;America/Argentina/Buenos_Aires
HKCategoryTypeIdentifierSleepAnalysis;iPhone de Facundo;15.2.1;;2022-02-07 07:48:42 -0300;2022-02-07 00:42:26 -0300;2022-02-07 06:19:22 -0300;HKCategoryValueSleepAnalysisInBed;America/Argentina/Buenos_Aires
HKCategoryTypeIdentifierSleepAnalysis;iPhone de Facundo;15.2.1;;2022-02-07 07:48:42 -0300;2022-02-07 06:23:44 -0300;2022-02-07 07:20:13 -0300;HKCategoryValueSleepAnalysisInBed;America/Argentina/Buenos_Aires
HKCategoryTypeIdentifierSleepAnalysis;iPhone de Facundo;15.2.1;;2022-02-08 06:53:24 -0300;2022-02-08 00:33:30 -0300;2022-02-08 06:32:26 -0300;HKCategoryValueSleepAnalysisInBed;America/Argentina/Buenos_Aires
HKCategoryTypeIdentifierSleepAnalysis;iPhone de Facundo;15.2.1;;2022-02-09 08:00:11 -0300;2022-02-09 00:52:19 -0300;2022-02-09 07:20:16 -0300;HKCategoryValueSleepAnalysisInBed;America/Argentina/Buenos_Aires
HKCategoryTypeIdentifierSleepAnalysis;iPhone de Facundo;15.2.1;;2022-02-10 06:45:20 -0300;2022-02-10 02:08:13 -0300;2022-02-10 06:43:42 -0300;HKCategoryValueSleepAnalysisInBed;America/Argentina/Buenos_Aires
HKCategoryTypeIdentifierSleepAnalysis;iPhone de Facundo;15.2.1;;2022-02-11 08:00:06 -0300;2022-02-10 23:10:11 -0300;2022-02-11 01:47:36 -0300;HKCategoryValueSleepAnalysisInBed;America/Argentina/Buenos_Aires
HKCategoryTypeIdentifierSleepAnalysis;iPhone de Facundo;15.2.1;;2022-02-11 08:00:06 -0300;2022-02-11 01:48:40 -0300;2022-02-11 07:20:12 -0300;HKCategoryValueSleepAnalysisInBed;America/Argentina/Buenos_Aires
HKCategoryTypeIdentifierSleepAnalysis;iPhone de Facundo;15.3.1;;2022-02-14 08:00:12 -0300;2022-02-14 01:51:14 -0300;2022-02-14 07:49:08 -0300;HKCategoryValueSleepAnalysisInBed;America/Argentina/Buenos_Aires
HKCategoryTypeIdentifierSleepAnalysis;iPhone de Facundo;15.3.1;;2022-02-15 07:23:09 -0300;2022-02-14 23:09:36 -0300;2022-02-15 04:22:56 -0300;HKCategoryValueSleepAnalysisInBed;America/Argentina/Buenos_Aires
HKCategoryTypeIdentifierSleepAnalysis;iPhone de Facundo;15.3.1;;2022-02-15 07:23:09 -0300;2022-02-15 04:23:40 -0300;2022-02-15 06:59:38 -0300;HKCategoryValueSleepAnalysisInBed;America/Argentina/Buenos_Aires
HKCategoryTypeIdentifierSleepAnalysis;iPhone de Facundo;15.3.1;;2022-02-16 08:00:14 -0300;2022-02-16 02:25:39 -0300;2022-02-16 06:41:48 -0300;HKCategoryValueSleepAnalysisInBed;America/Argentina/Buenos_Aires
HKCategoryTypeIdentifierSleepAnalysis;iPhone de Facundo;15.3.1;;2022-02-16 08:00:14 -0300;2022-02-16 06:43:54 -0300;2022-02-16 07:24:59 -0300;HKCategoryValueSleepAnalysisInBed;America/Argentina/Buenos_Aires
HKCategoryTypeIdentifierSleepAnalysis;iPhone de Facundo;15.3.1;;2022-02-17 07:00:09 -0300;2022-02-17 00:51:35 -0300;2022-02-17 07:00:07 -0300;HKCategoryValueSleepAnalysisInBed;America/Argentina/Buenos_Aires
HKCategoryTypeIdentifierSleepAnalysis;iPhone de Facundo;15.3.1;;2022-02-18 08:00:10 -0300;2022-02-18 01:16:42 -0300;2022-02-18 08:00:08 -0300;HKCategoryValueSleepAnalysisInBed;America/Argentina/Buenos_Aires
HKCategoryTypeIdentifierSleepAnalysis;iPhone de Facundo;15.3.1;;2022-02-21 08:00:15 -0300;2022-02-21 00:27:08 -0300;2022-02-21 08:00:14 -0300;HKCategoryValueSleepAnalysisInBed;America/Argentina/Buenos_Aires
HKCategoryTypeIdentifierSleepAnalysis;iPhone de Facundo;15.3.1;;2022-02-22 08:30:11 -0300;2022-02-21 23:56:00 -0300;2022-02-22 05:35:13 -0300;HKCategoryValueSleepAnalysisInBed;America/Argentina/Buenos_Aires
HKCategoryTypeIdentifierSleepAnalysis;iPhone de Facundo;15.3.1;;2022-02-22 08:30:11 -0300;2022-02-22 05:35:14 -0300;2022-02-22 07:50:59 -0300;HKCategoryValueSleepAnalysisInBed;America/Argentina/Buenos_Aires
HKCategoryTypeIdentifierSleepAnalysis;iPhone de Facundo;15.3.1;;2022-02-23 08:00:13 -0300;2022-02-23 01:18:51 -0300;2022-02-23 08:00:12 -0300;HKCategoryValueSleepAnalysisInBed;America/Argentina/Buenos_Aires
HKCategoryTypeIdentifierSleepAnalysis;iPhone de Facundo;15.3.1;;2022-02-24 08:00:15 -0300;2022-02-24 00:24:35 -0300;2022-02-24 08:00:14 -0300;HKCategoryValueSleepAnalysisInBed;America/Argentina/Buenos_Aires
HKCategoryTypeIdentifierSleepAnalysis;iPhone de Facundo;15.3.1;;2022-02-25 08:00:14 -0300;2022-02-25 01:04:34 -0300;2022-02-25 08:00:14 -0300;HKCategoryValueSleepAnalysisInBed;America/Argentina/Buenos_Aires
HKCategoryTypeIdentifierSleepAnalysis;iPhone de Facundo;15.3.1;;2022-02-28 08:00:11 -0300;2022-02-28 01:56:36 -0300;2022-02-28 08:00:10 -0300;HKCategoryValueSleepAnalysisInBed;America/Argentina/Buenos_Aires
HKCategoryTypeIdentifierSleepAnalysis;iPhone de Facundo;15.3.1;;2022-03-01 08:00:09 -0300;2022-03-01 01:23:34 -0300;2022-03-01 02:51:24 -0300;HKCategoryValueSleepAnalysisInBed;America/Argentina/Buenos_Aires
HKCategoryTypeIdentifierSleepAnalysis;iPhone de Facundo;15.3.1;;2022-03-01 08:00:09 -0300;2022-03-01 02:54:43 -0300;2022-03-01 03:00:18 -0300;HKCategoryValueSleepAnalysisInBed;America/Argentina/Buenos_Aires
HKCategoryTypeIdentifierSleepAnalysis;iPhone de Facundo;15.3.1;;2022-03-01 08:00:09 -0300;2022-03-01 03:02:01 -0300;2022-03-01 03:02:49 -0300;HKCategoryValueSleepAnalysisInBed;America/Argentina/Buenos_Aires
HKCategoryTypeIdentifierSleepAnalysis;iPhone de Facundo;15.3.1;;2022-03-01 08:00:09 -0300;2022-03-01 03:04:14 -0300;2022-03-01 03:04:45 -0300;HKCategoryValueSleepAnalysisInBed;America/Argentina/Buenos_Aires
HKCategoryTypeIdentifierSleepAnalysis;iPhone de Facundo;15.3.1;;2022-03-01 08:00:09 -0300;2022-03-01 03:06:30 -0300;2022-03-01 03:07:12 -0300;HKCategoryValueSleepAnalysisInBed;America/Argentina/Buenos_Aires
HKCategoryTypeIdentifierSleepAnalysis;iPhone de Facundo;15.3.1;;2022-03-01 08:00:09 -0300;2022-03-01 03:16:55 -0300;2022-03-01 08:00:08 -0300;HKCategoryValueSleepAnalysisInBed;America/Argentina/Buenos_Aires
HKCategoryTypeIdentifierSleepAnalysis;iPhone de Facundo;15.3.1;;2022-03-02 06:57:01 -0300;2022-03-02 00:12:02 -0300;2022-03-02 00:44:02 -0300;HKCategoryValueSleepAnalysisInBed;America/Argentina/Buenos_Aires
HKCategoryTypeIdentifierSleepAnalysis;iPhone de Facundo;15.3.1;;2022-03-02 06:57:01 -0300;2022-03-02 00:53:57 -0300;2022-03-02 01:00:02 -0300;HKCategoryValueSleepAnalysisInBed;America/Argentina/Buenos_Aires
HKCategoryTypeIdentifierSleepAnalysis;iPhone de Facundo;15.3.1;;2022-03-02 06:57:01 -0300;2022-03-02 01:03:50 -0300;2022-03-02 01:30:16 -0300;HKCategoryValueSleepAnalysisInBed;America/Argentina/Buenos_Aires
HKCategoryTypeIdentifierSleepAnalysis;iPhone de Facundo;15.3.1;;2022-03-02 06:57:01 -0300;2022-03-02 01:35:04 -0300;2022-03-02 06:56:22 -0300;HKCategoryValueSleepAnalysisInBed;America/Argentina/Buenos_Aires
HKCategoryTypeIdentifierSleepAnalysis;iPhone de Facundo;15.3.1;;2022-03-03 08:30:10 -0300;2022-03-03 01:13:05 -0300;2022-03-03 07:49:33 -0300;HKCategoryValueSleepAnalysisInBed;America/Argentina/Buenos_Aires
HKCategoryTypeIdentifierSleepAnalysis;iPhone de Facundo;15.3.1;;2022-03-04 08:00:14 -0300;2022-03-04 01:38:57 -0300;2022-03-04 04:19:06 -0300;HKCategoryValueSleepAnalysisInBed;America/Argentina/Buenos_Aires
HKCategoryTypeIdentifierSleepAnalysis;iPhone de Facundo;15.3.1;;2022-03-04 08:00:14 -0300;2022-03-04 04:19:21 -0300;2022-03-04 08:00:12 -0300;HKCategoryValueSleepAnalysisInBed;America/Argentina/Buenos_Aires
HKCategoryTypeIdentifierSleepAnalysis;Apple Watch de Facundo;8.4.2;;2022-03-07 08:00:18 -0300;2022-03-07 01:19:32 -0300;2022-03-07 02:56:32 -0300;HKCategoryValueSleepAnalysisAsleep;America/Argentina/Buenos_Aires
HKCategoryTypeIdentifierSleepAnalysis;Apple Watch de Facundo;8.4.2;;2022-03-07 08:00:18 -0300;2022-03-07 02:58:32 -0300;2022-03-07 04:51:32 -0300;HKCategoryValueSleepAnalysisAsleep;America/Argentina/Buenos_Aires
HKCategoryTypeIdentifierSleepAnalysis;Apple Watch de Facundo;8.4.2;;2022-03-07 08:00:18 -0300;2022-03-07 04:52:32 -0300;2022-03-07 06:31:32 -0300;HKCategoryValueSleepAnalysisAsleep;America/Argentina/Buenos_Aires
HKCategoryTypeIdentifierSleepAnalysis;iPhone de Facundo;15.3.1;;2022-03-07 08:00:24 -0300;2022-03-07 01:15:33 -0300;2022-03-07 07:50:08 -0300;HKCategoryValueSleepAnalysisInBed;America/Argentina/Buenos_Aires
HKCategoryTypeIdentifierSleepAnalysis;Apple Watch de Facundo;8.4.2;;2022-03-07 08:00:18 -0300;2022-03-07 06:33:32 -0300;2022-03-07 08:00:32 -0300;HKCategoryValueSleepAnalysisAsleep;America/Argentina/Buenos_Aires
HKCategoryTypeIdentifierSleepAnalysis;iPhone de Facundo;15.3.1;;2022-03-08 08:00:18 -0300;2022-03-07 23:52:55 -0300;2022-03-08 00:17:02 -0300;HKCategoryValueSleepAnalysisInBed;America/Argentina/Buenos_Aires
HKCategoryTypeIdentifierSleepAnalysis;iPhone de Facundo;15.3.1;;2022-03-08 08:00:18 -0300;2022-03-08 00:18:05 -0300;2022-03-08 00:18:49 -0300;HKCategoryValueSleepAnalysisInBed;America/Argentina/Buenos_Aires
HKCategoryTypeIdentifierSleepAnalysis;iPhone de Facundo;15.3.1;;2022-03-08 08:00:18 -0300;2022-03-08 00:21:56 -0300;2022-03-08 00:22:09 -0300;HKCategoryValueSleepAnalysisInBed;America/Argentina/Buenos_Aires
HKCategoryTypeIdentifierSleepAnalysis;iPhone de Facundo;15.3.1;;2022-03-08 08:00:18 -0300;2022-03-08 00:22:54 -0300;2022-03-08 00:26:26 -0300;HKCategoryValueSleepAnalysisInBed;America/Argentina/Buenos_Aires
HKCategoryTypeIdentifierSleepAnalysis;iPhone de Facundo;15.3.1;;2022-03-08 08:00:18 -0300;2022-03-08 00:26:28 -0300;2022-03-08 00:26:30 -0300;HKCategoryValueSleepAnalysisInBed;America/Argentina/Buenos_Aires
HKCategoryTypeIdentifierSleepAnalysis;iPhone de Facundo;15.3.1;;2022-03-08 08:00:18 -0300;2022-03-08 00:39:13 -0300;2022-03-08 08:00:17 -0300;HKCategoryValueSleepAnalysisInBed;America/Argentina/Buenos_Aires
HKCategoryTypeIdentifierSleepAnalysis;iPhone de Facundo;15.3.1;;2022-03-09 07:30:10 -0300;2022-03-09 00:39:09 -0300;2022-03-09 06:43:57 -0300;HKCategoryValueSleepAnalysisInBed;America/Argentina/Buenos_Aires
HKCategoryTypeIdentifierSleepAnalysis;iPhone de Facundo;15.3.1;;2022-03-09 07:30:10 -0300;2022-03-09 06:44:27 -0300;2022-03-09 06:44:43 -0300;HKCategoryValueSleepAnalysisInBed;America/Argentina/Buenos_Aires
HKCategoryTypeIdentifierSleepAnalysis;iPhone de Facundo;15.3.1;;2022-03-09 07:30:10 -0300;2022-03-09 06:44:49 -0300;2022-03-09 06:53:19 -0300;HKCategoryValueSleepAnalysisInBed;America/Argentina/Buenos_Aires
HKCategoryTypeIdentifierSleepAnalysis;iPhone de Facundo;15.3.1;;2022-03-10 07:13:18 -0300;2022-03-10 00:19:02 -0300;2022-03-10 06:41:14 -0300;HKCategoryValueSleepAnalysisInBed;America/Argentina/Buenos_Aires
HKCategoryTypeIdentifierSleepAnalysis;iPhone de Facundo;15.3.1;;2022-03-11 08:19:27 -0300;2022-03-11 02:00:56 -0300;2022-03-11 08:19:26 -0300;HKCategoryValueSleepAnalysisInBed;America/Argentina/Buenos_Aires
HKCategoryTypeIdentifierSleepAnalysis;iPhone de Facundo;15.3.1;;2022-03-14 08:00:11 -0300;2022-03-14 00:46:16 -0300;2022-03-14 07:41:48 -0300;HKCategoryValueSleepAnalysisInBed;America/Argentina/Buenos_Aires
HKCategoryTypeIdentifierSleepAnalysis;Apple Watch de Facundo;8.4.2;;2022-03-15 08:11:36 -0300;2022-03-15 01:33:02 -0300;2022-03-15 02:03:02 -0300;HKCategoryValueSleepAnalysisAsleep;America/Argentina/Buenos_Aires
HKCategoryTypeIdentifierSleepAnalysis;Apple Watch de Facundo;8.4.2;;2022-03-15 08:11:36 -0300;2022-03-15 02:05:02 -0300;2022-03-15 02:06:02 -0300;HKCategoryValueSleepAnalysisAsleep;America/Argentina/Buenos_Aires
HKCategoryTypeIdentifierSleepAnalysis;Apple Watch de Facundo;8.4.2;;2022-03-15 08:11:36 -0300;2022-03-15 02:08:32 -0300;2022-03-15 02:33:32 -0300;HKCategoryValueSleepAnalysisAsleep;America/Argentina/Buenos_Aires
HKCategoryTypeIdentifierSleepAnalysis;Apple Watch de Facundo;8.4.2;;2022-03-15 08:11:36 -0300;2022-03-15 02:35:02 -0300;2022-03-15 03:26:02 -0300;HKCategoryValueSleepAnalysisAsleep;America/Argentina/Buenos_Aires
HKCategoryTypeIdentifierSleepAnalysis;Apple Watch de Facundo;8.4.2;;2022-03-15 08:11:36 -0300;2022-03-15 03:34:02 -0300;2022-03-15 05:23:02 -0300;HKCategoryValueSleepAnalysisAsleep;America/Argentina/Buenos_Aires
HKCategoryTypeIdentifierSleepAnalysis;Apple Watch de Facundo;8.4.2;;2022-03-15 08:11:36 -0300;2022-03-15 05:24:02 -0300;2022-03-15 07:02:02 -0300;HKCategoryValueSleepAnalysisAsleep;America/Argentina/Buenos_Aires
HKCategoryTypeIdentifierSleepAnalysis;Apple Watch de Facundo;8.4.2;;2022-03-15 08:11:36 -0300;2022-03-15 07:05:32 -0300;2022-03-15 08:11:32 -0300;HKCategoryValueSleepAnalysisAsleep;America/Argentina/Buenos_Aires
HKCategoryTypeIdentifierSleepAnalysis;iPhone de Facundo;15.3.1;;2022-03-15 08:11:36 -0300;2022-03-15 01:19:51 -0300;2022-03-15 08:11:35 -0300;HKCategoryValueSleepAnalysisInBed;America/Argentina/Buenos_Aires
HKCategoryTypeIdentifierSleepAnalysis;iPhone de Facundo;15.3.1;;2022-03-16 08:00:10 -0300;2022-03-16 02:21:18 -0300;2022-03-16 04:44:02 -0300;HKCategoryValueSleepAnalysisInBed;America/Argentina/Buenos_Aires
HKCategoryTypeIdentifierSleepAnalysis;iPhone de Facundo;15.3.1;;2022-03-16 08:00:10 -0300;2022-03-16 04:44:43 -0300;2022-03-16 04:44:49 -0300;HKCategoryValueSleepAnalysisInBed;America/Argentina/Buenos_Aires
HKCategoryTypeIdentifierSleepAnalysis;iPhone de Facundo;15.3.1;;2022-03-16 08:00:10 -0300;2022-03-16 04:46:35 -0300;2022-03-16 07:00:41 -0300;HKCategoryValueSleepAnalysisInBed;America/Argentina/Buenos_Aires
HKCategoryTypeIdentifierSleepAnalysis;iPhone de Facundo;15.3.1;;2022-03-17 08:00:26 -0300;2022-03-17 00:45:08 -0300;2022-03-17 08:00:24 -0300;HKCategoryValueSleepAnalysisInBed;America/Argentina/Buenos_Aires
HKCategoryTypeIdentifierSleepAnalysis;iPhone de Facundo;15.3.1;;2022-03-18 07:39:08 -0300;2022-03-18 01:00:29 -0300;2022-03-18 04:12:17 -0300;HKCategoryValueSleepAnalysisInBed;America/Argentina/Buenos_Aires
HKCategoryTypeIdentifierSleepAnalysis;iPhone de Facundo;15.3.1;;2022-03-18 07:39:08 -0300;2022-03-18 04:13:42 -0300;2022-03-18 04:15:25 -0300;HKCategoryValueSleepAnalysisInBed;America/Argentina/Buenos_Aires
HKCategoryTypeIdentifierSleepAnalysis;iPhone de Facundo;15.3.1;;2022-03-18 07:39:08 -0300;2022-03-18 04:15:38 -0300;2022-03-18 04:17:18 -0300;HKCategoryValueSleepAnalysisInBed;America/Argentina/Buenos_Aires
HKCategoryTypeIdentifierSleepAnalysis;iPhone de Facundo;15.3.1;;2022-03-18 07:39:08 -0300;2022-03-18 04:17:30 -0300;2022-03-18 04:18:31 -0300;HKCategoryValueSleepAnalysisInBed;America/Argentina/Buenos_Aires
HKCategoryTypeIdentifierSleepAnalysis;iPhone de Facundo;15.3.1;;2022-03-18 07:39:08 -0300;2022-03-18 04:20:03 -0300;2022-03-18 04:29:46 -0300;HKCategoryValueSleepAnalysisInBed;America/Argentina/Buenos_Aires
HKCategoryTypeIdentifierSleepAnalysis;iPhone de Facundo;15.3.1;;2022-03-18 07:39:08 -0300;2022-03-18 04:29:54 -0300;2022-03-18 04:57:19 -0300;HKCategoryValueSleepAnalysisInBed;America/Argentina/Buenos_Aires
HKCategoryTypeIdentifierSleepAnalysis;iPhone de Facundo;15.3.1;;2022-03-18 07:39:08 -0300;2022-03-18 04:59:57 -0300;2022-03-18 05:01:48 -0300;HKCategoryValueSleepAnalysisInBed;America/Argentina/Buenos_Aires
HKCategoryTypeIdentifierSleepAnalysis;iPhone de Facundo;15.3.1;;2022-03-18 07:39:08 -0300;2022-03-18 05:07:29 -0300;2022-03-18 05:10:31 -0300;HKCategoryValueSleepAnalysisInBed;America/Argentina/Buenos_Aires
HKCategoryTypeIdentifierSleepAnalysis;iPhone de Facundo;15.3.1;;2022-03-18 07:39:08 -0300;2022-03-18 05:11:13 -0300;2022-03-18 05:15:45 -0300;HKCategoryValueSleepAnalysisInBed;America/Argentina/Buenos_Aires
HKCategoryTypeIdentifierSleepAnalysis;iPhone de Facundo;15.3.1;;2022-03-18 07:39:08 -0300;2022-03-18 05:16:42 -0300;2022-03-18 05:30:38 -0300;HKCategoryValueSleepAnalysisInBed;America/Argentina/Buenos_Aires
HKCategoryTypeIdentifierSleepAnalysis;iPhone de Facundo;15.3.1;;2022-03-18 07:39:08 -0300;2022-03-18 05:30:42 -0300;2022-03-18 05:38:57 -0300;HKCategoryValueSleepAnalysisInBed;America/Argentina/Buenos_Aires
HKCategoryTypeIdentifierSleepAnalysis;iPhone de Facundo;15.3.1;;2022-03-18 07:39:08 -0300;2022-03-18 05:39:03 -0300;2022-03-18 05:40:13 -0300;HKCategoryValueSleepAnalysisInBed;America/Argentina/Buenos_Aires
HKCategoryTypeIdentifierSleepAnalysis;iPhone de Facundo;15.3.1;;2022-03-18 07:39:08 -0300;2022-03-18 05:43:22 -0300;2022-03-18 05:43:54 -0300;HKCategoryValueSleepAnalysisInBed;America/Argentina/Buenos_Aires
HKCategoryTypeIdentifierSleepAnalysis;iPhone de Facundo;15.3.1;;2022-03-18 07:39:08 -0300;2022-03-18 05:44:38 -0300;2022-03-18 05:46:01 -0300;HKCategoryValueSleepAnalysisInBed;America/Argentina/Buenos_Aires
HKCategoryTypeIdentifierSleepAnalysis;iPhone de Facundo;15.3.1;;2022-03-18 07:39:08 -0300;2022-03-18 05:53:58 -0300;2022-03-18 05:55:59 -0300;HKCategoryValueSleepAnalysisInBed;America/Argentina/Buenos_Aires
HKCategoryTypeIdentifierSleepAnalysis;iPhone de Facundo;15.3.1;;2022-03-18 07:39:08 -0300;2022-03-18 05:56:36 -0300;2022-03-18 05:57:37 -0300;HKCategoryValueSleepAnalysisInBed;America/Argentina/Buenos_Aires
HKCategoryTypeIdentifierSleepAnalysis;iPhone de Facundo;15.3.1;;2022-03-18 07:39:08 -0300;2022-03-18 05:57:58 -0300;2022-03-18 06:00:36 -0300;HKCategoryValueSleepAnalysisInBed;America/Argentina/Buenos_Aires
HKCategoryTypeIdentifierSleepAnalysis;iPhone de Facundo;15.3.1;;2022-03-18 07:39:08 -0300;2022-03-18 06:00:55 -0300;2022-03-18 06:05:15 -0300;HKCategoryValueSleepAnalysisInBed;America/Argentina/Buenos_Aires
HKCategoryTypeIdentifierSleepAnalysis;iPhone de Facundo;15.3.1;;2022-03-18 07:39:08 -0300;2022-03-18 06:06:01 -0300;2022-03-18 06:08:29 -0300;HKCategoryValueSleepAnalysisInBed;America/Argentina/Buenos_Aires
HKCategoryTypeIdentifierSleepAnalysis;iPhone de Facundo;15.3.1;;2022-03-18 07:39:08 -0300;2022-03-18 06:08:33 -0300;2022-03-18 06:13:46 -0300;HKCategoryValueSleepAnalysisInBed;America/Argentina/Buenos_Aires
HKCategoryTypeIdentifierSleepAnalysis;iPhone de Facundo;15.3.1;;2022-03-18 07:39:08 -0300;2022-03-18 06:14:34 -0300;2022-03-18 06:17:51 -0300;HKCategoryValueSleepAnalysisInBed;America/Argentina/Buenos_Aires
HKCategoryTypeIdentifierSleepAnalysis;iPhone de Facundo;15.3.1;;2022-03-18 07:39:08 -0300;2022-03-18 06:18:13 -0300;2022-03-18 06:27:32 -0300;HKCategoryValueSleepAnalysisInBed;America/Argentina/Buenos_Aires
HKCategoryTypeIdentifierSleepAnalysis;iPhone de Facundo;15.3.1;;2022-03-18 07:39:08 -0300;2022-03-18 06:27:38 -0300;2022-03-18 06:57:55 -0300;HKCategoryValueSleepAnalysisInBed;America/Argentina/Buenos_Aires
HKCategoryTypeIdentifierSleepAnalysis;iPhone de Facundo;15.3.1;;2022-03-18 07:39:08 -0300;2022-03-18 06:59:41 -0300;2022-03-18 07:06:22 -0300;HKCategoryValueSleepAnalysisInBed;America/Argentina/Buenos_Aires
HKCategoryTypeIdentifierSleepAnalysis;iPhone de Facundo;15.3.1;;2022-03-18 07:39:08 -0300;2022-03-18 07:07:48 -0300;2022-03-18 07:10:25 -0300;HKCategoryValueSleepAnalysisInBed;America/Argentina/Buenos_Aires
HKCategoryTypeIdentifierSleepAnalysis;Apple Watch de Facundo;8.4.2;;2022-03-19 07:31:28 -0300;2022-03-19 01:40:27 -0300;2022-03-19 02:21:57 -0300;HKCategoryValueSleepAnalysisAsleep;America/Argentina/Salta
HKCategoryTypeIdentifierSleepAnalysis;Apple Watch de Facundo;8.4.2;;2022-03-19 07:31:28 -0300;2022-03-19 02:25:27 -0300;2022-03-19 07:20:27 -0300;HKCategoryValueSleepAnalysisAsleep;America/Argentina/Salta
HKCategoryTypeIdentifierSleepAnalysis;Apple Watch de Facundo;8.4.2;;2022-03-19 07:31:28 -0300;2022-03-19 07:25:27 -0300;2022-03-19 07:26:27 -0300;HKCategoryValueSleepAnalysisAsleep;America/Argentina/Salta
HKCategoryTypeIdentifierSleepAnalysis;Apple Watch de Facundo;8.4.2;;2022-03-19 07:31:28 -0300;2022-03-19 07:27:57 -0300;2022-03-19 07:28:57 -0300;HKCategoryValueSleepAnalysisAsleep;America/Argentina/Salta
